Accel_x,Accel_y,Accel_z
-0.167,-0.148,0.859
-0.139,-0.166,0.851
-0.129,-0.199,0.838
-0.133,-0.301,0.853
-0.172,-0.337,0.861
-0.205,-0.38,0.756
-0.277,-0.4,0.761
-0.326,-0.376,0.844
-0.327,-0.337,1.017
-0.31,-0.356,1.08
-0.313,-0.374,1.075
-0.317,-0.387,1.043
-0.328,-0.379,1.003
-0.317,-0.361,0.997
-0.307,-0.33,0.991
-0.284,-0.325,0.997
-0.256,-0.327,1.003
-0.226,-0.354,1.017
-0.145,-0.328,1.016
-0.256,-0.23,1.048
-0.259,-0.244,1.078
-0.264,-0.253,1.096
-0.275,-0.268,1.102
-0.29,-0.277,1.085
-0.304,-0.31,1.078
-0.339,-0.284,1.086
-0.344,-0.277,1.077
-0.341,-0.255,1.059
-0.319,-0.227,0.985
-0.332,-0.214,0.907
-0.339,-0.228,0.887
-0.374,-0.177,0.801
-0.4,-0.16,0.774
-0.448,-0.166,0.625
-0.448,-0.136,0.704
-0.466,-0.121,0.725
-0.553,-0.075,0.755
-0.54,-0.097,0.796
-0.534,-0.127,0.86
-0.532,-0.121,0.903
-0.357,-0.276,0.986
-0.277,-0.407,0.963
-0.2,-0.505,0.969
-0.162,-0.687,0.959
-0.145,-0.813,0.971
-0.214,-0.91,0.905
-0.382,-0.856,0.751
-0.399,-0.682,0.896
-0.392,-0.649,1.019
-0.472,-0.545,1.115
-0.508,-0.387,1.107
-0.513,-0.359,1.101
-0.469,-0.154,1.134
-0.44,-0.048,1.236
-0.44,0.217,1.284
-0.562,0.459,1.253
-0.617,0.565,1.247
-0.683,0.674,1.232
-0.675,0.672,1.2
-0.645,0.643,1.155
-0.577,0.548,1.115
-0.532,0.454,1.145
-0.482,0.271,1.142
-0.493,0.111,1.078
-0.502,0.028,1.051
-0.44,-0.108,1.059
-0.398,-0.151,1.088
-0.34,-0.175,1.08
-0.287,-0.14,1.032
-0.296,-0.171,0.984
-0.287,-0.128,0.977
-0.318,-0.175,0.891
-0.36,-0.169,0.91
-0.377,-0.168,0.914
-0.384,-0.17,0.933
-0.381,-0.154,0.957
-0.362,-0.116,0.994
-0.353,-0.099,1.009
-0.367,-0.047,1.001
-0.379,-0.005,0.966
-0.384,-0.012,0.951
-0.374,-0.014,0.953
-0.368,-0.01,0.956
-0.366,-0.017,0.965
-0.366,-0.026,0.985
-0.356,-0.028,1.005
-0.352,-0.03,1.007
-0.352,-0.05,1.007
-0.354,-0.054,1
-0.353,-0.067,0.988
-0.351,-0.077,0.983
-0.348,-0.093,0.982
-0.348,-0.1,0.99
-0.345,-0.102,1
-0.34,-0.1,1.005
-0.339,-0.099,1.009
-0.338,-0.099,1.01
-0.338,-0.1,1.009
